strategy,strategy_params,risk_fraction,direction_mode,session_preset,cooldown_bars_after_stop,minimum_stop_distance_to_cost,regime_filter,validation_median_return_pct,validation_median_drawdown_pct,validation_total_trades,validation_positive_folds,cost_robust_positive_folds,stability_ratio,cost_robustness_ratio,selection_score,meets_minimum_validation_trades
compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,all,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,all,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'retest_atr_buffer': 0.75, 'retest_window_bars': 3}",0.005,both,all,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'retest_atr_buffer': 0.75, 'retest_window_bars': 3}",0.005,both,all,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'retest_atr_buffer': 0.75, 'retest_window_bars': 3}",0.005,both,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'retest_atr_buffer': 0.75, 'retest_window_bars': 3}",0.005,both,europe_us,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'retest_atr_buffer': 0.75, 'retest_window_bars': 3}",0.005,both,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'retest_atr_buffer': 0.75, 'retest_window_bars': 3}",0.005,both,all,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'retest_atr_buffer': 0.75, 'retest_window_bars': 3}",0.005,both,all,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'retest_atr_buffer': 0.75, 'retest_window_bars': 3}",0.005,both,europe_us,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'retest_atr_buffer': 0.75, 'retest_window_bars': 3}",0.005,both,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4, 'funding_window': 72, 'max_adverse_funding_z': 1.0}",0.005,both,all,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4, 'funding_window': 72, 'max_adverse_funding_z': 1.0}",0.005,both,europe_us,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4, 'funding_window': 72, 'max_adverse_funding_z': 1.0}",0.005,both,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.35, 'atr_length': 14, 'retest_atr_buffer': 0.6, 'retest_window_bars': 2}",0.005,long_only,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.35, 'atr_length': 14, 'retest_atr_buffer': 0.6, 'retest_window_bars': 2}",0.005,long_only,all,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.35, 'atr_length': 14, 'retest_atr_buffer': 0.6, 'retest_window_bars': 2}",0.005,long_only,all,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.35, 'atr_length': 14, 'retest_atr_buffer': 0.6, 'retest_window_bars': 2}",0.005,long_only,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.35, 'atr_length': 14, 'retest_atr_buffer': 0.6, 'retest_window_bars': 2}",0.005,long_only,europe_us,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.35, 'atr_length': 14, 'retest_atr_buffer': 0.6, 'retest_window_bars': 2}",0.005,long_only,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 120, 'compression_quantile': 0.25, 'volume_multiplier': 1.1, 'atr_length': 14, 'retest_atr_buffer': 1.25, 'retest_window_bars': 5, 'funding_window': 72, 'max_adverse_funding_z': 0.75}",0.005,short_only,all,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 120, 'compression_quantile': 0.25, 'volume_multiplier': 1.1, 'atr_length': 14, 'retest_atr_buffer': 1.25, 'retest_window_bars': 5, 'funding_window': 72, 'max_adverse_funding_z': 0.75}",0.005,short_only,europe_us,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 120, 'compression_quantile': 0.25, 'volume_multiplier': 1.1, 'atr_length': 14, 'retest_atr_buffer': 1.25, 'retest_window_bars': 5, 'funding_window': 72, 'max_adverse_funding_z': 0.75}",0.005,short_only,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.25, 'volume_multiplier': 1.0, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4}",0.005,short_only,all,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.25, 'volume_multiplier': 1.0, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4}",0.005,short_only,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.25, 'volume_multiplier': 1.0, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4}",0.005,short_only,europe_us,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.25, 'volume_multiplier': 1.0, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4, 'exit_style': 'profit_trail', 'profit_take_r': 1.0, 'reduced_exposure': 0.5, 'post_take_trailing_atr': 0.5}",0.005,short_only,all,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.25, 'volume_multiplier': 1.0, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4, 'exit_style': 'profit_trail', 'profit_take_r': 1.0, 'reduced_exposure': 0.5, 'post_take_trailing_atr': 0.5}",0.005,short_only,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.25, 'volume_multiplier': 1.0, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4, 'exit_style': 'profit_trail', 'profit_take_r': 1.0, 'reduced_exposure': 0.5, 'post_take_trailing_atr': 0.5}",0.005,short_only,europe_us,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.25, 'volume_multiplier': 1.0, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,all,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.25, 'volume_multiplier': 1.0, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.25, 'volume_multiplier': 1.0, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
volatility_scaled_momentum,"{'lookback': 24, 'atr_length': 14, 'atr_multiplier': 2.0}",0.005,short_only,europe_us,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
volatility_scaled_momentum,"{'lookback': 48, 'atr_length': 14, 'atr_multiplier': 2.5}",0.005,short_only,all,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
volatility_scaled_momentum,"{'lookback': 48, 'atr_length': 14, 'atr_multiplier': 2.5}",0.005,short_only,europe_us,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
volatility_scaled_momentum,"{'lookback': 48, 'atr_length': 14, 'atr_multiplier': 2.5}",0.005,short_only,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",0.0,0.0,0,0,0,0.0,0.0,"(0.0, 0.0, 0.0, -0.0, 0)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.25, 'volume_multiplier': 1.0, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4, 'exit_style': 'profit_trail', 'profit_take_r': 1.0, 'reduced_exposure': 0.5, 'post_take_trailing_atr': 0.5}",0.005,short_only,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-0.21986607551939263,0.21986607551939263,2,0,0,0.0,0.0,"(0.0, 0.0, -0.21986607551939263, -0.21986607551939263, 2)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.25, 'volume_multiplier': 1.0, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,all,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-0.270733389700073,0.270733389700073,2,0,0,0.0,0.0,"(0.0, 0.0, -0.270733389700073, -0.270733389700073, 2)",False
pullback_in_trend,"{'fast_length': 50, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,long_only,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-0.35663768209082125,0.35663768209082125,2,0,0,0.0,0.0,"(0.0, 0.0, -0.35663768209082125, -0.35663768209082125, 2)",False
