strategy,params,total_return_pct,max_drawdown_pct,win_rate_pct,trade_count,exposure_time_pct,score
compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'risk_fraction': 0.005, 'direction_mode': 'short_only', 'session_preset': 'all', 'cooldown_bars_after_stop': 0, 'minimum_stop_distance_to_cost': 1.5, 'regime_filter': None}",8.098538388732845,2.2389078140883423,52.63157894736842,19,9.149705155031388,3.6171826002717657
